College,Branch,Category,ClosingRank,Percentile,CollegeShort
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Data Science),LOBCO,59951,79.1318865,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Data Science),LOPENH,39304,86.6547892,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Data Science),LOPENO,58650,79.5290328,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Data Science),LSCH,64860,76.933232,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Data Science),LSCO,87067,67.8440824,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Data Science),LSEBCH,93117,65.2878345,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Computer Science and Engineering(Data Science),LSEBCO,73164,73.8486985,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",ENTC,GNT1H,102052,60.546705,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",ENTC,GNT2H,76305,72.6095528,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",ENTC,GNT2O,108017,57.3310702,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",ENTC,GNT3O,98381,62.8351694,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",ENTC,GOBCH,66946,76.3630319,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",ENTC,GOBCO,65156,76.8897938,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",ENTC,GOPENH,56663,80.3003309,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",ENTC,GOPENO,57714,79.9360013,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",ENTC,GSCH,69509,75.3410409,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",ENTC,GSCO,98908,62.7875345,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",ENTC,GSEBCH,90373,66.1855163,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",ENTC,GSEBCO,58206,79.7465759,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",ENTC,GVJH,108439,57.2537563,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",ENTC,LOBCH,68879,75.5247196,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",ENTC,LOBCO,58242,79.7465759,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",ENTC,LOPENH,55965,80.5929134,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",ENTC,LOPENO,48954,83.032746,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",ENTC,LSCH,59215,79.4055287,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",ENTC,LSCO,111440,55.8763225,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",ENTC,LSEBCH,114818,54.0550229,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",ENTC,LSEBCO,127914,46.3188381,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Electrical,GNT1O,137792,39.5390798,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Electrical,GNT2H,163541,18.7034184,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Electrical,GOBCH,115161,53.8203081,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Electrical,GOBCO,118141,52.0861037,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Electrical,GOPENH,96653,63.2340107,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Electrical,GOPENO,104838,59.9791975,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Electrical,GSCH,118347,52.0276576,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Electrical,GSCO,118612,51.7862916,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Electrical,GSEBCH,168836,13.6336642,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Electrical,LNT2H,120314,50.9307179,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Electrical,LOPENH,100578,61.3261708,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Electrical,LOPENO,67734,76.1268781,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Electrical,LSCH,136234,40.7306838,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Electrical,LVJH,176273,4.9021985,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",IT,GNT1H,59072,79.4895283,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",IT,GNT3H,58258,79.7465759,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",IT,GOBCH,44472,84.6402007,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",IT,GOBCO,53997,81.3738935,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",IT,GOPENH,34650,88.1886477,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",IT,GOPENO,48865,83.1469549,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",IT,GSCH,43958,84.8482325,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",IT,GSCO,81902,70.2544031,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",IT,GSEBCH,63233,77.8250739,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",IT,GSEBCO,52592,81.8151897,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",IT,GSTH,171938,9.9567819,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",IT,GVJH,83653,69.4683908,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",IT,LNT2O,76283,72.6095528,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",IT,LOBCH,43247,85.2572473,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",IT,LOBCO,54246,81.2084441,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",IT,LOPENH,35002,88.1228442,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",IT,LOPENO,49151,82.9978985,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",IT,LSCH,43139,85.2572473,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",IT,LSCO,82843,69.7639628,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",IT,LSEBCH,96132,63.2687832,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",ME,GNT3O,116579,52.9935209,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",ME,GOBCH,104287,60.0743746,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",ME,GOBCO,135220,41.3261276,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",ME,GOPENH,99573,62.2534756,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",ME,GOPENO,115188,53.8203081,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",ME,GSCH,117659,52.2046883,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",ME,GSCO,137556,39.7481853,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",ME,GVJH,147467,32.2475132,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",ME,LNT1H,176409,4.7766958,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",ME,LOPENH,120077,50.9307179,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",ME,LOPENO,118404,52.0276576,M.G.M.'s College of Engineering and Technology
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",ME,LSCH,138664,38.8849565,M.G.M.'s College of Engineering and Technology
"M.S. Bidve Engineering College, Latur",CSE,GNT1H,110908,56.5649954,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",CSE,GNT2O,84041,69.275473,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",CSE,GNT3H,67121,76.2466193,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",CSE,GOBCH,65226,76.8897938,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",CSE,GOBCO,73284,73.7956676,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",CSE,GOPENH,54318,81.2084441,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",CSE,GOPENO,66541,76.4789025,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",CSE,GSCH,85840,68.2901694,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",CSE,GSCO,108163,57.3310702,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",CSE,GSEBCH,56303,80.5358903,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",CSE,GSEBCO,75149,73.112247,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",CSE,GSTO,174634,6.8368204,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",CSE,GVJH,95161,63.7045846,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",CSE,LNT1H,129528,45.3423263,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",CSE,LNT2H,72715,73.8893284,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",CSE,LOBCH,58837,79.5235744,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",CSE,LOBCO,62190,78.1946121,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",CSE,LOPENH,43567,85.0982359,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",CSE,LOPENO,51970,82.0158422,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",CSE,LSCH,87115,67.8440824,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",CSE,LSEBCH,44450,84.6402007,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",CSE,LSEBCO,58914,79.4895283,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",CSE,LVJH,139988,38.5392182,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",CSE,PWDOPENH,172835,9.2050034,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",Civil,GNT2H,123730,48.777949,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",Civil,GNT2O,144043,35.2166182,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",Civil,GNT3H,149666,30.954192,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",Civil,GOBCH,144137,35.2166182,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",Civil,GOBCO,162082,20.7289199,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",Civil,GOPENH,104401,60.0743746,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",Civil,GOPENO,139688,38.5392182,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",Civil,GSCH,139283,38.7773761,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",Civil,GSCO,163675,18.7028082,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",Civil,GSEBCH,173231,8.5313833,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",Civil,GSEBCO,162135,20.1344161,M.S. Bidve Engineering College
"M.S. Bidve Engineering College, Latur",Civil,LOPENH,117483,52.2046883,M.S. Bidve Engineering College
